algoritmo,tempo_execucao,escore_total,pref_3,pref_2,pref_1,pref_0,violacoes_capacidade_total_excesso,professores_com_violacao,conflitos_totais,repeticao,seed,n_reshuffled,n_resampled,slack_increment_total
PLI,4.565137499999764,110,35,2,1,9,8,6,3,1,7000,65,65,15
