geracao,valor
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,1.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,1.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
0,0.9
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,2.71
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,2.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,2.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,2.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,1.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,2.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,2.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,1.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,2.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.71
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,0.81
1,1.81
1,0.81
1,0.81
1,0.81
1,0.81
